proposal_id,title_de,voting_date,feature,correlation,p_value,n,abs_correlation,significant
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,20000312,sozialhilfequote,0.02512848858408373,0.31212122275145776,1620,0.02512848858408373,False
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,20000312,siedlungsflaeche_pct,0.17105568107338642,5.4222940157984086e-15,2060,0.17105568107338642,True
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,20000312,landwirtschaftsflaeche_pct,-0.13403866620862026,1.0118540272090704e-09,2060,0.13403866620862026,True
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,20000312,wald_pct,0.17791085440431625,4.1208083549903166e-16,2060,0.17791085440431625,True
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,20000312,waehleranteil_svp,0.08289412489102702,0.00016735930805867802,2057,0.08289412489102702,True
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,20000312,waehleranteil_sp,0.053429512427942506,0.01608691365390826,2029,0.053429512427942506,False
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,20000312,waehleranteil_fdp,0.08347625206256845,0.0001713544068468855,2022,0.08347625206256845,True
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,20000312,waehleranteil_gps,-0.020775605195802346,0.5347754335543023,895,0.020775605195802346,False
2,Volksinitiative «für Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,20000312,waehleranteil_glp,0.004593972832697789,0.8395454636620511,1945,0.004593972832697789,False
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,einwohner,0.1813142745167326,1.1025670073809506e-16,2060,0.1813142745167326,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,bevoelkerungsdichte,0.2652671953251523,1.627259587880733e-34,2060,0.2652671953251523,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,auslaenderanteil,0.2860915818871567,4.219316026191754e-40,2060,0.2860915818871567,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,anteil_0_19_jahre,0.08119704231176852,0.00022499214841549325,2060,0.08119704231176852,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,anteil_65_plus_jahre,-0.03513489614922501,0.11089132701723795,2060,0.03513489614922501,False
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,haushaltsgroesse,0.012621605687757626,0.5669597653704742,2060,0.012621605687757626,False
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,geburtenziffer,-0.03415832287794911,0.12117448186300382,2060,0.03415832287794911,False
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,sterbeziffer,-0.019265063431176586,0.38215196161152676,2060,0.019265063431176586,False
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,steuerbares_einkommen_pro_kopf,0.03865046871295429,0.07989960348183463,2054,0.03865046871295429,False
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,pct_einkommen_ueber_100k,0.10771600369313807,9.92721967766122e-07,2054,0.10771600369313807,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,pct_einkommen_unter_40k,0.13271232274471387,1.5629930716746857e-09,2054,0.13271232274471387,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,sozialhilfequote,0.335082633814953,8.419340289542151e-44,1620,0.335082633814953,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,siedlungsflaeche_pct,0.2517525862936452,3.803634526676314e-31,2060,0.2517525862936452,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,landwirtschaftsflaeche_pct,-0.14711058968123303,1.95396445913299e-11,2060,0.14711058968123303,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,wald_pct,0.0347331325023046,0.11503523554845242,2060,0.0347331325023046,False
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,waehleranteil_svp,-0.4865747754135778,9.882656947667142e-123,2057,0.4865747754135778,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,waehleranteil_sp,0.4678205288378277,7.253777942545527e-111,2029,0.4678205288378277,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,waehleranteil_fdp,0.19682687610556063,4.157734972865687e-19,2022,0.19682687610556063,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,waehleranteil_gps,0.4200013761770593,1.4722377035344747e-39,895,0.4200013761770593,True
3,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,20000312,waehleranteil_glp,0.07846476717133424,0.0005330349786590831,1945,0.07846476717133424,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,einwohner,0.04949882705232246,0.024663820580637406,2060,0.04949882705232246,False
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,bevoelkerungsdichte,-0.0047247761948479745,0.8303010269989035,2060,0.0047247761948479745,False
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,auslaenderanteil,-0.10535401269779324,1.649909732524076e-06,2060,0.10535401269779324,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,anteil_0_19_jahre,-0.31451121743036803,1.5792556295755877e-48,2060,0.31451121743036803,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,anteil_65_plus_jahre,0.2752118048376646,4.021677186902463e-37,2060,0.2752118048376646,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,haushaltsgroesse,-0.29449785597318107,1.701978402219603e-42,2060,0.29449785597318107,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,geburtenziffer,-0.15363622339707825,2.3738542308928315e-12,2060,0.15363622339707825,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,sterbeziffer,0.18596928779648073,1.7416912659794623e-17,2060,0.18596928779648073,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,steuerbares_einkommen_pro_kopf,-0.19515940581029295,4.440776235461857e-19,2054,0.19515940581029295,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,pct_einkommen_ueber_100k,-0.26810764498400147,3.7654680294239407e-35,2054,0.26810764498400147,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,pct_einkommen_unter_40k,0.09511263964044149,1.5761026707123655e-05,2054,0.09511263964044149,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,sozialhilfequote,-0.13945896223315968,1.7369635492716745e-08,1620,0.13945896223315968,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,siedlungsflaeche_pct,-0.027419799933346516,0.21350431840371417,2060,0.027419799933346516,False
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,landwirtschaftsflaeche_pct,-0.24822718854673656,2.6695753180433358e-30,2060,0.24822718854673656,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,wald_pct,0.202858097993797,1.4255336884427897e-20,2060,0.202858097993797,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,waehleranteil_svp,0.3057236873252656,9.328438121338863e-46,2057,0.3057236873252656,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,waehleranteil_sp,-0.1859619604200991,3.0364798862227266e-17,2029,0.1859619604200991,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,waehleranteil_fdp,-0.3211739974618942,9.68934935808916e-50,2022,0.3211739974618942,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,waehleranteil_gps,-0.36746492740903103,5.357752925958863e-30,895,0.36746492740903103,True
4,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,20000312,waehleranteil_glp,-0.15893916978464062,1.7903204531673786e-12,1945,0.15893916978464062,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,einwohner,0.2570894562037904,1.8777390971309016e-32,2060,0.2570894562037904,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,bevoelkerungsdichte,0.28754486206487173,1.6486197410931907e-40,2060,0.28754486206487173,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,auslaenderanteil,0.1535153586591303,2.470438015250166e-12,2060,0.1535153586591303,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,anteil_0_19_jahre,-0.21538142757196185,4.793682501623582e-23,2060,0.21538142757196185,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,anteil_65_plus_jahre,0.21581765882651002,3.905253093519844e-23,2060,0.21581765882651002,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,haushaltsgroesse,-0.2827906196633537,3.493767735144428e-39,2060,0.2827906196633537,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,geburtenziffer,-0.09459798485564591,1.7035115777614718e-05,2060,0.09459798485564591,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,sterbeziffer,0.08501975267490941,0.00011178992377231846,2060,0.08501975267490941,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,steuerbares_einkommen_pro_kopf,0.06679568461566622,0.0024553330152477623,2054,0.06679568461566622,False
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,pct_einkommen_ueber_100k,0.048122017527309074,0.02919247746260792,2054,0.048122017527309074,False
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,pct_einkommen_unter_40k,0.005967530059039323,0.7869351132961582,2054,0.005967530059039323,False
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,sozialhilfequote,0.15559148030917555,3.054609942387041e-10,1620,0.15559148030917555,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,siedlungsflaeche_pct,0.28268612971934776,3.733808682575743e-39,2060,0.28268612971934776,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,landwirtschaftsflaeche_pct,-0.27147672917207005,3.948842171630225e-36,2060,0.27147672917207005,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,wald_pct,0.10258004641775235,3.0815398239365116e-06,2060,0.10258004641775235,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,waehleranteil_svp,-0.13863602417538998,2.7118979606071494e-10,2057,0.13863602417538998,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,waehleranteil_sp,0.24016109678159128,5.198183587607097e-28,2029,0.24016109678159128,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,waehleranteil_fdp,-0.05267432233279917,0.0178474519317275,2022,0.05267432233279917,False
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,waehleranteil_gps,-0.14042562542344444,2.485783708352022e-05,895,0.14042562542344444,True
5,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,20000312,waehleranteil_glp,0.20782207669305391,2.0291261692226883e-20,1945,0.20782207669305391,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,einwohner,0.10913541147567642,6.863613420768628e-07,2060,0.10913541147567642,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,bevoelkerungsdichte,0.2102292957600825,5.216739839027614e-22,2060,0.2102292957600825,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,auslaenderanteil,0.250801288552054,6.4545426738586245e-31,2060,0.250801288552054,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,anteil_0_19_jahre,0.26073642379119144,2.3068156220335444e-33,2060,0.26073642379119144,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,anteil_65_plus_jahre,-0.2005252560839954,3.955999848588105e-20,2060,0.2005252560839954,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,haushaltsgroesse,0.17174000623091318,4.212078632031389e-15,2060,0.17174000623091318,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,geburtenziffer,0.13838003316600844,2.840565629242719e-10,2060,0.13838003316600844,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,sterbeziffer,-0.17009124295870173,7.726842477989854e-15,2060,0.17009124295870173,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,steuerbares_einkommen_pro_kopf,0.33215532948944443,4.2962387269621956e-54,2054,0.33215532948944443,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,pct_einkommen_ueber_100k,0.4389537443968275,1.7028766987142138e-97,2054,0.4389537443968275,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,pct_einkommen_unter_40k,-0.19921759136373882,7.883828398358192e-20,2054,0.19921759136373882,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,sozialhilfequote,0.25997940808484576,1.9547397559906017e-26,1620,0.25997940808484576,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,siedlungsflaeche_pct,0.2613372684578289,1.627773626218212e-33,2060,0.2613372684578289,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,landwirtschaftsflaeche_pct,0.1561262977385146,1.0364720436705637e-12,2060,0.1561262977385146,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,wald_pct,-0.2397882271879408,2.501652276377924e-28,2060,0.2397882271879408,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,waehleranteil_svp,-0.5202539281143741,4.861480283501202e-143,2057,0.5202539281143741,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,waehleranteil_sp,0.4552724975101723,2.2447446983709537e-104,2029,0.4552724975101723,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,waehleranteil_fdp,0.35164718975880876,6.354556364301931e-60,2022,0.35164718975880876,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,waehleranteil_gps,0.39269613383769697,2.2510383985309362e-34,895,0.39269613383769697,True
6,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,20000521,waehleranteil_glp,0.43268710218125206,1.44630220451066e-89,1945,0.43268710218125206,True
7,Volksinitiative «für einen Solarrappen»,20000924,einwohner,0.18400316995002025,3.8199175922276966e-17,2060,0.18400316995002025,True
7,Volksinitiative «für einen Solarrappen»,20000924,bevoelkerungsdichte,0.17823474213938295,3.6389637873207616e-16,2060,0.17823474213938295,True
7,Volksinitiative «für einen Solarrappen»,20000924,auslaenderanteil,0.036285113657509686,0.09967668146430922,2060,0.036285113657509686,False
7,Volksinitiative «für einen Solarrappen»,20000924,anteil_0_19_jahre,-0.2513929617164714,4.646602198650996e-31,2060,0.2513929617164714,True
7,Volksinitiative «für einen Solarrappen»,20000924,anteil_65_plus_jahre,0.2747109130743478,5.4746021443880005e-37,2060,0.2747109130743478,True
7,Volksinitiative «für einen Solarrappen»,20000924,haushaltsgroesse,-0.24960507105957683,1.2510681238226837e-30,2060,0.24960507105957683,True
7,Volksinitiative «für einen Solarrappen»,20000924,geburtenziffer,-0.15548270037298761,1.2857000123528887e-12,2060,0.15548270037298761,True
7,Volksinitiative «für einen Solarrappen»,20000924,sterbeziffer,0.13970734235553003,1.9109229994410683e-10,2060,0.13970734235553003,True
7,Volksinitiative «für einen Solarrappen»,20000924,steuerbares_einkommen_pro_kopf,-0.019028949133738128,0.3887064912327947,2054,0.019028949133738128,False
7,Volksinitiative «für einen Solarrappen»,20000924,pct_einkommen_ueber_100k,-0.0315299038365733,0.1531610936180242,2054,0.0315299038365733,False
7,Volksinitiative «für einen Solarrappen»,20000924,pct_einkommen_unter_40k,0.09992578267682352,5.696622112391013e-06,2054,0.09992578267682352,True
